latlon,map.links,listing,event.dates,event.location.links
"(33.87436, -84.39330)",http://clatl.com/atlanta/Map?oid=1297969,"
      
      
        
User Submitted

        
        
          4th Annual Kile's World 5K Race
        
        
        
      

      

      

      
         Sun., June 5, 8 a.m.-1 p.m.
      
      
      
      

      
      Organizations

      
        
           
          The foundation for a philanthropic cause that partners health and wellness with the fine and applied arts has been taking Downtown Atlanta by storm. All proceeds will go to Kamp Kiles World Summer Kamp.

          $35-$395

          
        
      
      
      
        http://www.KilesWorld.org
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1297969
"(33.77614, -84.35260)",http://clatl.com/atlanta/Map?oid=1300154,"
      
      
        
User Submitted

        
        
          Warren Bruno Summerfest Celebration Ride
        
        
        
      

      

      

      
         Sun., June 5, 9 a.m.
      
      
      
         404-876-7250
      
      

      
      Sports and Health

      
        
           
          Join the 2016 Annual Warren Bruno Summerfest Celebration Ride to honor a man who enriched so many lives.  The 6.79-mile loop begins at North Highland Park and loops through the Virginia-Highland neighborhood.  The loop can be completed once or more.  There is no required registration or fee.

          Free

          
        
      
      
      
        http://www.mapmyride.com/routes/fullscreen/1082767826/
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1300154
"(33.79274, -84.39807)",http://clatl.com/atlanta/Map?oid=1296195,"
      
      
        
        
        
          Athleta: Shop for a Cause
        
        
        
      

      

      

      
         Sun., June 5, 11 a.m.-2:30 p.m.
      
      
      
      

      
      Benefits

      
        
           
          Fitness, coffee, bagels, oh my! What more could you want on a Sunday?!Â 

Get yourÂ Flat Belly Pilates andÂ Shop for a Cause ON to benefitÂ Crohn's & Colitis Foundation of America!Â 

Featuring a silent auction with amazing items from Whole Foods, West Elm, Lush nail Bar, Kinnucan's, Beautycounter, Vibe Rides, Urban Tree Cidery, and MUCH more!

Not convinced yet?

This even is totally FREE!

Fat Belly Pilates begins at 11:00AM, followed by Shop for a Cause from 12:00PM-2:30PM!

For more information, callÂ Athleta at (404) 249-0288!

          

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1296195
"(33.79271, -84.39708)",http://clatl.com/atlanta/Map?oid=17201642,"
      
      
        
User Submitted

        
        
          Gentle Flow Yoga Class
        
        
        
      

      

      

      
         Sun., June 5, 11 a.m.-12 p.m.
      
      
      
      

      
      Sports and Health, Festivals/Events

      
        
           
          Start the week out on the right foot with a refreshing full-body workout and deep stretching. This gentle flow yoga class will work every muscle and connect breath through movement at a slower pace to increase flexibility and balance. Great for those with tight hamstrings, hips and shoulders!

          Free

          
        
      
      
      
        http://flatbellypilates.com/events
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=17201642
"(33.79274, -84.39807)",http://clatl.com/atlanta/Map?oid=1296195,"
      
      
        
        
        
          West Elm + SCAD Atlanta Pop-Up
        
        
        
      

      

      

      
         Sun., June 5, 12-6 p.m.
      
      
      
      

      
      Visual Arts

      
        
           
          Looking for some new decor for your office or home?

JoinÂ Savannah College of Art & Design Atlanta students andÂ West Elm Atlanta in a celebration ofÂ local art and local achievement!

This pop-up offers you the chance to explore the ""Next Best Thing"" coming from SCAD Atlanta, featuring handmade and designed products in all types of mediums, includnig textiles, photography, and more.Â 

This special two-day pop-up takes place right outside of Atlanta's first West Elm location in Atlantic Station onÂ Friday, June 3Â throughÂ Sunday, June 5.

          

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1296195
"(33.77541, -84.29531)",http://clatl.com/atlanta/Map?oid=3645602,"
      
      
        
User Submitted

        
        
          Beer, Bluegrass, & Brunch
        
        
        
      

      

      

      
         Sun., June 5, 12:30-5 p.m.
      
      
      
         678-399-8246
      
      

      
      Food Festivals and Events

      
        
           
          Join Terrapin Beer Co. and No. 246 for a backyard brunch party on. Enjoy live music from Packway Handle Band, brunch favorites like fresh farm egg pizza, and plenty of Terrapin Beer specials.

          

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=3645602
"(33.98894, -84.09385)",http://clatl.com/atlanta/Map?oid=15295447,"
      
      
        
User Submitted

        
        
          Dance Showcase 2016
        
        
        
      

      

      

      
         Sun., June 5, 2-4:30 & 7-9:30 p.m.
      
      
      
         770-813-7500
      
      

      
      Dance

      
        
           
          FootNotes Dance & Acrobatics Studio and The Vibe Performance Company invite one and all to join in this fabulous, one of a kind show that will redefine dance recitals! Doors open one hour prior to start time.

          $25

          
        
      
      
      
        http://www.infiniteenergycenter.com/events/detail/dance-showcase-2016
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=15295447
"(33.74119, -84.42089)",http://clatl.com/atlanta/Map?oid=1296572,"
      
      
        
        
        
          Ealy Mays Artist Talk
        
        
        
      

      

      

      
         Sun., June 5, 2 p.m.
      
      
      
         4047301807
      
      

      
      Visual Arts, Lectures

      
        
           
          Come talk with Ealy Mays, the artist behind the Image Perceptions gallery. Image Perceptions contains art that comments on black intellectualism, satire, and visual narratives of race, class and gender.

          

          
        
      
      
      
        http://www.afpls.org/aarl
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1296572
"(33.80261, -84.42093)",http://clatl.com/atlanta/Map?oid=10186879,"
      
      
        
User Submitted

        
        
          Knitting 101
        
        
        
      

      

      

      
         Sun., June 5, 2-4 p.m.
      
      
      
      
        info@fabricateatlanta.com
      

      
      Festivals/Events

      
        
           
          Knitting is such a wonderful hobby. In just a few evenings create wearable projects that last a lifetime. In this short series we'll work from start to finish, talking about yarns, weights and their different uses, which needles to use when and then stitch up a project together. This course will be happening on the weekends throughout June.

          $95

          
        
      
      
      
        http://www.fabricateatlanta.com/knitting
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=10186879
"(33.76658, -84.29631)",http://clatl.com/atlanta/Map?oid=3099881,"
      
      
        
User Submitted

        
        
          Norman Blake - Decatur Music Project
        
        
        
      

      

      

      
         Sun., June 5, 3-5 p.m.
      
      
      
      

      
      Folk/Country

      
        
           
          Bluegrass legend Norman Blake kicks off this new, local music series. For more than 60 years Blake has played in a number of folk and country groups. He has played backup for Johnny Cash, June Carter, Bob Dylan, Steve Earle, Kris Kristofferson, Ralph Stanley, and Joan

          $25

          
        
      
      
      
        http://decaturartsalliance.org/decatur-music-project/
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=3099881
"(33.76423, -84.35023)",http://clatl.com/atlanta/Map?oid=12057432,"
      
      
        
        
        
          Don't Flop: Resurrection 2
        
        
        
      

      

      

      
         Sun., June 5, 5 p.m.
      
      
      
      

      
      Hip-hop/Soul

      
        
           
          This event is all ages.

          $20

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=12057432
"(33.76376, -84.35081)",http://clatl.com/atlanta/Map?oid=1300980,"
      
      
        
        
        
          The Dingalogues (+Spotlight)
        
        
        
      

      

      

      
         Sun., June 5, 5-6:30 p.m.
      
      
      
      

      
      Theater

      
        
           
          What do you get when you put a Social Activist,a Preacher,a Military Vet,a Butch Queen,a Drag Queen,and a Transgender FTM in a pot and shake 'em up? You get ""The Dingalogues"",an original stage dramedy showcasing the spectrum of masculinity in the gay community, written and produced by Atlanta's own theatrical elite.

          

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1300980
"(33.91665, -84.37921)",http://clatl.com/atlanta/Map?oid=2194308,"
      
      
        
User Submitted

        
        
          Whispers of the Old Gods launch party and tournament
        
        
        
      

      

      

      
         Sun., June 5, 5-11 p.m.
      
      
      
         678-560-1500
      
      
        marketing@battleandbrew.com
      

      
      Special Events

      
        
           
          Welcome to the world of the Old Gods! Come out and celebrate the launch of Whispers of the Old Gods! The use of the Standard Play mode, a new standard tournament format, will be taking place. Open discussion of the cards, deck builds, new meta and what you think works best is welcome.

          $12.50

          
        
      
      
      
        http://www.battleandbrew.com/event/whispers-old-gods-launch-party-tournament/
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=2194308
"(33.75720, -84.35422)",http://clatl.com/atlanta/Map?oid=3291163,"
      
      
        
User Submitted

        
        
          Dinner Bell
        
        
        
      

      

      

      
         Sun., June 5, 8 p.m.
      
      
      
         470-225-6162
      
      

      
      Dinners and Tastings

      
        
           
          In the spirit of reviving the radio broadcast ""Dinner Bell,"" Quiet Hounds is teaming up with Venkman's and IndieATL to bring Dinner Bell back to life. Executive chef Daniel Chance and Dub's at PCM will be serving a family style dinner. This pre-sale event is $85 (alcohol not included).

          $85

          
        
      
      
      
        http://venkmans.com
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=3291163
"(33.76678, -84.36324)",http://clatl.com/atlanta/Map?oid=15389718,"
      
      
        
User Submitted

        
        
          Dinner Bell: A Culinary and Musical Journey
        
        
        
      

      

      

      
         Sun., June 5, 8 p.m.
      
      
      
         470-225-6162
      
      

      
      Special Events, Rock/Pop, Dinners and Tastings

      
        
           
          Quiet Hounds and the Venkman's team introduce Dinner Bell - a curated culinary and musical journey building upon the traditional underground supper club. 

Enjoy a family style meal prepared by chef Nick Melvin and guest chef Daniel Chance, coupled with music from Quiet Hounds and featured musical guest Ben Holst.

          $85

          
        
      
      
      
        http://www.dinnerbellatl.com
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=15389718
"(33.77153, -84.36737)",http://clatl.com/atlanta/Map?oid=17095310,"
      
      
        
        
        
          Karen Briggs with Karen Bryant
        
        
        
      

      

      

      
         Sun., June 5, 8 p.m.
      
      
      
      

      
      Blues/Jazz

      
        
           
          

          $30-$45

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=17095310
"(33.77262, -84.38556)",http://clatl.com/atlanta/Map?oid=15339849,"
      
      
        
        
        
          Michael Kaminski Trio
        
        
        
      

      

      

      
         Sun., June 5, 8 p.m.
      
      
      
      

      
      Blues/Jazz

      
        
           
          

          $10-$15

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=15339849
"(33.79209, -84.38800)",http://clatl.com/atlanta/Map?oid=1294937,"
      
      
        
        
        
          YG
        
        
        
      

      

      

      
         Sun., June 5, 8:30 p.m.
      
      
      
      

      
      Rock/Pop

      
        
           
          

          $25-$30

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1294937
"(33.79209, -84.38800)",http://clatl.com/atlanta/Map?oid=1294937,"
      
      
        
        
        
          YG
        
        
        
      

      

      

      
         Sun., June 5, 8:30 p.m.
      
      
      
      

      
      Hip-hop/Soul

      
        
           
          

          $25-$30

          
        
      
      
      
      
      
      
    ",2016-06-05,http://clatl.com/atlanta/Map?oid=1294937
"(33.52858, -84.74396)",http://clatl.com/atlanta/Map?oid=11171895,"
      
      
        
User Submitted

        
        
          The Taboo Weekend
        
        
        
      

      

      

      
         Sat., June 4 and Sun., June 5
      
      
      
      

      
      Festivals/Events

      
        
           
          Weâ€™re pulling the covers off taboo topics to host conversations, lectures, meditations, and convivial feasts focused on three topics rarely explored in the South: Death, Drugs, and Sex.

          See event website for pricing information.

          
        
      
      
      
        http://tabooweekend.com/
      
      
      
      
    ",2016-06-03,http://clatl.com/atlanta/Map?oid=11171895
"(33.88404, -84.46364)",http://clatl.com/atlanta/Map?oid=1296065,"
      
      
        
User Submitted

        
        
          The Blade Show
        
        
        
      

      

      

      
         Sat., June 4, 9 a.m.-6 p.m. and Sun., June 5, 9 a.m.-2 p.m.
      
      
      
      
        bladeshow@fwmedia.com
      

      
      Sports and Health

      
        
           
          The worldâ€™s largest knife show is celebrating its 35th Anniversary. With more than 300 booths, thousands of products and nearly 700 tables showcasing custom knives and knife-related products, attendees might need all three days to explore everything at The Blade Show. Tickets are $18 online and $20 on-site for one day and $40 online and $45 on-site for all three days

          $18-$45

          
        
      
      
      
        http://www.bladeshow.com
      
      
      
      
    ",2016-06-03,http://clatl.com/atlanta/Map?oid=1296065
"(33.75409, -84.37179)",http://clatl.com/atlanta/Map?oid=1312391,"
      
      
        
Members Pick
User Submitted

        
        
          ROCKSTEADY - The Only Roots Reggae Monthly in ATL
        
        
        
      

      

      

      
         First Sunday of every month, 8 p.m.-12 a.m.
      
      
      
         404-552-0492
      
      
        VaultClassics@gmail.com
      

      
      Special Events, World/Classical

      
        
           
          ROCKSTEADY

""The ONLY monthly Roots Reggae event in Atlanta, and we emphasize QUALITY!!!""

Sunday October 5th, 2014 

at 
the Sound Table
483 Edgewood Ave 

Music by: 

Kahlil Wonda of Highlanda Sound

and

DJ Passport

Doors Open 8pm - Midnight
FREE ENTRY
RSVP to VaultClassics@gmail.com

          No Cover

          
        
      
      
      
        http://highlanda.net/2014/09/16/rocksteady-roots-reggae-lovers-rock-dub-80s-90s-dancehall-at-the-sound-table/
      
      
      
      
    ",2014-10-05,http://clatl.com/atlanta/Map?oid=1312391
"(33.95950, -83.37992)",http://clatl.com/atlanta/Map?oid=15269640,"
      
      
        
        
        
          Cause and Effect: Georgia Progressive Film Competition
        
        
        
      

      

      

      
         Through Oct. 2
      
      
      
      

      
      Calls for entry, Film

      
        
           
          Until Oct. 2, there will be admittance for submissions from Georgia filmmakers who wish to tackle important social, political, environmental and economic issues facing their communities and state. The winning filmmaker will be awarded $1,000 cash prize, and there will be cash prizes for second and third-place filmmakers. Submissions should be between two and fifteen minutes long.

          

          
        
      
      
      
        http://www.causeandeffectfilm.org
      
      
      
      
    ",2016-05-19,http://clatl.com/atlanta/Map?oid=15269640
"(33.77104, -84.36480)",http://clatl.com/atlanta/Map?oid=1294950,"
      
      
        
CL Recommends
User Submitted

        
        
          Bas, the Hics, Ron Gilmore, Cozz, EarthGang
        
        
        
      

      

      

      
         Mon., June 6, 6:30 p.m.
      
      
      
      

      
      Hip-hop/Soul, Monday

      
        
           
          Bas, born Abbas Hamad, is the first rapper signed to J Coleâ€™s Dreamville Records. The Queens-based rapper stands on the leading edge of a burgeoning East Coast hip-hop sound thatâ€™s built upon intensely personal narratives cut from equal parts introspection and real-life experience. Basâ€™ second proper album, Too High to Riot, is teeming with slow-burning atmospheric songs such as â€œMatchesâ€ (featuring the Hics), â€œMiles and Miles,â€ and â€œBlack Owned Businessâ€ â€” the kinds of post-basic hip-hop numbers materializing in a world still reeling from Kendrick Lamar showing young artists what hip-hop can be when the emphasis is placed on breaking the cliches of hip-hop production and songwriting.

          $15

          
        
      
      
      
        https://www.facebook.com/events/518533538271585
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=1294950
"(33.73453, -84.34898)",http://clatl.com/atlanta/Map?oid=5015601,"
      
      
        
        
        
          The Hoi Polloi Performance Series
        
        
        
      

      

      

      
         Mon., June 6, 7-8:45 p.m.
      
      
      
      

      
      Festivals/Events

      
        
           
          An original artistic performance experience the 1st monday of every month at Hodgepodge Coffeehouse.

Monday, June 6
Drunk Puppet LadyÂ by Reay Kaplan Maxwell.


7pm. $7.00
The Hoi Polloi Performance SeriesÂ atÂ Hodgepodge Coffee House.
Drunk Puppet LadyÂ by Reay Kaplan Maxwell

          

          
        
      
      
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=5015601
"(33.75450, -84.39012)",http://clatl.com/atlanta/Map?oid=11417728,"
      
      
        
CL Recommends
Members Pick

        
        
          Ancestors | Milk and Wine
        
        
        
      

      

      

      
         Mondays-Fridays, 10 a.m.-5 p.m. Continues through June 30
      
      
      
      

      
      Visual Arts

      
        
           
          Local lens-based artist Cynthia Farnellâ€™s dual installation at Downtownâ€™s Gallery 72, Ancestors | Milk and Wine, examines cultural and personal memory through the relationship between objects, photographs, and projected images. Ancestors explores mythological and archetypal imagery while Milk and Wine focuses on Farnellâ€™s fatherâ€™s hobby of cultivating lilies in relation to memory, place, and identity. â€œThrough a methodology of autobiographical montage and non-linear narrative, Iâ€™m exploring ideas of self, community, place, and heritage in the contemporary urban Southeastern United States,â€ Farnell says. An opening reception takes place Thurs., April 14, at 6 p.m.

          Free

          
        
      
      
      
      
      
      
    ",2016-04-14,http://clatl.com/atlanta/Map?oid=11417728
"(33.67880, -84.40815)",http://clatl.com/atlanta/Map?oid=17206542,"
      
      
        
User Submitted

        
        
          Camp Divas
        
        
        
      

      

      

      
         Mon., June 6, 8 a.m.-5 p.m.
      
      
      
         678-819-3663
      
      
        info@choicesforkids.org
      

      
      Summer Guide, Family

      
        
           
          This camp will involve lots of fun, getting fit and making friends during the week long day camp set up.  There will be cooking classes, unique nutrition education, field trips and all kinds of fitness.

          $150

          
        
      
      
      
        http://www.choicesforkids.org/programs/camp-divas-day-camp-for-overweight-girls/
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=17206542
"(34.17877, -84.20926)",http://clatl.com/atlanta/Map?oid=3923487,"
      
      
        
User Submitted

        
        
          Southern Proper Hospitality Golf Tournament
        
        
        
      

      

      

      
         Mon., June 6, 11 a.m.
      
      
      
         770.887.7656
      
      

      
      Benefits, Sports and Health

      
        
           
          Southern Proper Hospitality is hosting a four-person golf scramble to benefit the Leukemia & Lymphoma Society. Cost is $600 per foursome or $150 for singles. The tournament fee includes greens and cart fees; range balls and practice facility; hot grill station lunch with menu items.

          $150-$600

          
        
      
      
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=3923487
"(33.77225, -84.36592)",http://clatl.com/atlanta/Map?oid=3811618,"
      
      
        
User Submitted

        
        
          The Small Merchant Experience
        
        
        
      

      

      

      
         Mon., June 6, 3-7 p.m.
      
      
      
      

      
      Classes and Demos

      
        
           
          The Small Merchant Experience is a two part event hosted by American Express. It will provide business owners with the opportunity to learn how to improve their businessesâ€™ overall customer experience in order to increase loyalty and sales. The event will offer a hands on cocktail demo with 18.21 Bitters.

          Free

          
        
      
      
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=3811618
"(33.79010, -84.38549)",http://clatl.com/atlanta/Map?oid=1304967,"
      
      
        
User Submitted

        
        
          PLUG ATL
        
        
        
      

      

      

      
         Mon., June 6, 6-9:30 p.m.
      
      
      
      

      
      Calls for entry, Lectures

      
        
           
          On Monday, June 6, entrepreneur investor, Daymond John from ABCâ€™s Shark Tank will serve as a pitch competition judge and deliver a keynote to the more than 500 attendees of PLUG ATL. PLUG ATL is a celebration of Atlantaâ€™s rising millennials in tech innovation, and entrepreneurial-investor based talent.

          

          
        
      
      
      
        http://www.plugatl.com
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=1304967
"(33.75188, -84.39145)",http://clatl.com/atlanta/Map?oid=13329286,"
      
      
        
        
        
          Your Voice Matters: Atlanta's Decision on MARTA and T-SPLOST
        
        
        
      

      

      

      
         Mon., June 6, 6-8:30 p.m.
      
      
      
      

      
      Public Agenda, Monday, Lectures

      
        
           
          Join the Center for Civic Innovation for a public discussion and forum about MARTA, T-SPLOST, and the future of transportation in Atlanta. The future of Atlanta will be bright, but every voice matters as part of the discussion to get there.

          Free

          
        
      
      
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=13329286
"(33.77380, -84.38942)",http://clatl.com/atlanta/Map?oid=1287246,"
      
      
        
        
        
          Bohemian Circus: Figure Drawing & Photography: Battle of the Freehand BTYB Art on the Wall
        
        
        
      

      

      

      
         Mon., June 6, 7 p.m.
      
      
      
      

      
      Electronic/DJ

      
        
           
          Cash only at the door.

          $7-$10

          
        
      
      
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=1287246
"(33.77394, -84.29637)",http://clatl.com/atlanta/Map?oid=1294805,"
      
      
        
User Submitted

        
        
          High Dive Heart, Madison Parks, Caitlin Gutierrez
        
        
        
      

      

      

      
         Mon., June 6, 7-10 p.m.
      
      
      
         404-377-4976
      
      
        info@eddiesattic.com
      

      
      Folk/Country, Special Events, Monday

      
        
           
          High Dive Heart is a pop duo made up of Nelly Joy and Jason Reeves, on a mission to spread love, peace and happiness. Madison Parks is an 18-year-old folk and country singer, and her newest EP, Madison Parks, was recently released on iTunes. Caitlin Gutierrez, originally from South Georgia, is also a country singer, who some may recognize from ""American Idol"" season 14. Caitlin's EP, Young & Restless, is also out now.

          $10-$14

          
        
      
      
      
        http://www.eddiesattic.com
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=1294805
"(33.77104, -84.36480)",http://clatl.com/atlanta/Map?oid=1294950,"
      
      
        
User Submitted

        
        
          Malfunction
        
        
        
      

      

      

      
         Mon., June 6, 7 p.m.
      
      
      
      

      
      Rock/Pop

      
        
           
          Hardcore New York based band Malfunction will perform with Lost Souls and Conduit at The Masquerade this summer.

          $10

          
        
      
      
      
        https://www.facebook.com/events/1576863769291767
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=1294950
"(33.77226, -84.36619)",http://clatl.com/atlanta/Map?oid=15784019,"
      
      
        
User Submitted

        
        
          Negroni Week Kickoff Party
        
        
        
      

      

      

      
         Mon., June 6, 7 p.m.
      
      
      
         404-330-9933
      
      
        events@bellina-alimentari.com
      

      
      Food Festivals and Events, Monday

      
        
           
          Join us for the official Negroni Week kick off party and enjoy libations by Corey Phillips in collaboration with Bitters 18.21 and Campari. There will be live DJ grooves and good vibrations. No reservation required.

          Free

          
        
      
      
      
        http://bellina-alimentari.com/
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=15784019
"(33.95091, -84.52083)",http://clatl.com/atlanta/Map?oid=17229156,"
      
      
        
        
        
          New Yankee AllStars
        
        
        
      

      

      

      
         Mon., June 6, 7 p.m.
      
      
      
      

      
      Blues/Jazz

      
      
      
      
      
      
    ",2016-06-06,http://clatl.com/atlanta/Map?oid=17229156
